name,visual_obs_date,name_epoch,vlass_obs_date,epoch,flux,rms,days_diff,type,redshift
ZTF24aaarwvd,60317.909,ZTF24aaarwvd_VLASS1.2v2,58597.0,VLASS1.2v,0.366,0.127,-1720.9089999999997,SN Ia,0.0093
ZTF24aaarwvd,60317.909,ZTF24aaarwvd_VLASS2.2,59490.0,VLASS2.2,0.319,0.133,-827.9089999999997,SN Ia,0.0093
ZTF24aabplhb,60318.759,ZTF24aabplhb_VLASS1.1v2,58015.0,VLASS1.1v,0.396,0.116,-2303.758999999998,SN Ia,0.038
ZTF24aabplhb,60318.759,ZTF24aabplhb_VLASS2.1,59135.0,VLASS2.1,0.344,0.122,-1183.7589999999982,SN Ia,0.038
ZTF24aabplhb,60318.759,ZTF24aabplhb_VLASS3.1,59981.0,VLASS3.1,0.311,0.147,-337.7589999999982,SN Ia,0.038
ZTF24aabpojp,60342.759,ZTF24aabpojp_VLASS1.2v2,58593.0,VLASS1.2v,0.293,0.13,-1749.7589999999982,SN II,0.031
ZTF24aabpojp,60342.759,ZTF24aabpojp_VLASS2.2,59534.0,VLASS2.2,0.287,0.116,-808.7589999999982,SN II,0.031
ZTF24aabppgn,60364.759,ZTF24aabppgn_VLASS1.1v2,58054.0,VLASS1.1v,0.305,0.111,-2310.758999999998,SN II,0.01386
ZTF24aabppgn,60364.759,ZTF24aabppgn_VLASS2.1,59133.0,VLASS2.1,0.393,0.114,-1231.7589999999982,SN II,0.01386
ZTF24aabppgn,60364.759,ZTF24aabppgn_VLASS3.1,59961.0,VLASS3.1,0.402,0.129,-403.7589999999982,SN II,0.01386
ZTF24aabpzuz,60359.689,ZTF24aabpzuz_VLASS1.1v2,58041.0,VLASS1.1v,0.369,0.14,-2318.6889999999985,SN II,0.01
ZTF24aabpzuz,60359.689,ZTF24aabpzuz_VLASS2.1,59102.0,VLASS2.1,0.52,0.19,-1257.6889999999985,SN II,0.01
ZTF24aabpzuz,60359.689,ZTF24aabpzuz_VLASS3.1,59992.0,VLASS3.1,0.245,0.124,-367.6889999999985,SN II,0.01
ZTF24aabqfbn,60314.899,ZTF24aabqfbn_VLASS1.2v2,58584.0,VLASS1.2v,0.321,0.129,-1730.8989999999976,SN II,0.06
ZTF24aabqfbn,60314.899,ZTF24aabqfbn_VLASS2.2,59533.0,VLASS2.2,0.381,0.129,-781.8989999999976,SN II,0.06
ZTF24aabqihk,60317.909,ZTF24aabqihk_VLASS1.1v2,58017.0,VLASS1.1v,0.319,0.126,-2300.9089999999997,SN Ia,0.07
ZTF24aabqihk,60317.909,ZTF24aabqihk_VLASS2.1,59068.0,VLASS2.1,0.553,0.139,-1249.9089999999997,SN Ia,0.07
ZTF24aabqihk,60317.909,ZTF24aabqihk_VLASS3.1,59981.0,VLASS3.1,0.24,0.114,-336.90899999999965,SN Ia,0.07
ZTF24aabsmvc,60316.749,ZTF24aabsmvc_VLASS1.1v2,58015.0,VLASS1.1v,0.276,0.097,-2301.749000000003,SN II,0.012
ZTF24aabsmvc,60316.749,ZTF24aabsmvc_VLASS2.1,59135.0,VLASS2.1,0.391,0.127,-1181.7490000000034,SN II,0.012
ZTF24aabsmvc,60316.749,ZTF24aabsmvc_VLASS3.1,59981.0,VLASS3.1,0.322,0.129,-335.74900000000343,SN II,0.012
ZTF24aabuaij,60313.769,ZTF24aabuaij_VLASS1.2v2,58662.0,VLASS1.2v,0.471,0.136,-1651.7690000000002,SN Ic-BL,0.048
ZTF24aabuaij,60313.769,ZTF24aabuaij_VLASS2.2,59625.0,VLASS2.2,0.407,0.137,-688.7690000000002,SN Ic-BL,0.048
ZTF24aabuisb,60330.719,ZTF24aabuisb_VLASS1.2v2,58608.0,VLASS1.2v,0.343,0.125,-1722.718999999997,SN Ia,0.05437
ZTF24aabuisb,60330.719,ZTF24aabuisb_VLASS2.2,59516.0,VLASS2.2,0.288,0.103,-814.7189999999973,SN Ia,0.05437
ZTF24aabuxza,60312.819,ZTF24aabuxza_VLASS1.1v2,58162.0,VLASS1.1v,0.285,0.127,-2150.819000000003,SN Ca-rich-Ca,0.013
ZTF24aabuxza,60312.819,ZTF24aabuxza_VLASS2.1,59147.0,VLASS2.1,0.48,0.169,-1165.8190000000031,SN Ca-rich-Ca,0.013
ZTF24aabuxza,60312.819,ZTF24aabuxza_VLASS3.1,60104.0,VLASS3.1,0.366,0.141,-208.81900000000311,SN Ca-rich-Ca,0.013
ZTF24aabvczs,60312.859,ZTF24aabvczs_VLASS1.2v2,58563.0,VLASS1.2v,0.193,0.139,-1749.859000000004,SN Ia,0.03
ZTF24aabvczs,60312.859,ZTF24aabvczs_VLASS2.2,59538.0,VLASS2.2,0.372,0.146,-774.859000000004,SN Ia,0.03
ZTF24aabvdcs,60312.859,ZTF24aabvdcs_VLASS1.1v2,58121.0,VLASS1.1v,0.277,0.11,-2191.859000000004,SN Ia,0.03436
ZTF24aabvdcs,60312.859,ZTF24aabvdcs_VLASS2.1,59051.0,VLASS2.1,0.37,0.126,-1261.859000000004,SN Ia,0.03436
ZTF24aabvdcs,60312.859,ZTF24aabvdcs_VLASS3.1,59969.0,VLASS3.1,0.597,0.154,-343.859000000004,SN Ia,0.03436
ZTF24aabvdxj,60314.779,ZTF24aabvdxj_VLASS1.2v2,58617.0,VLASS1.2v,0.297,0.121,-1697.7790000000025,SN Ib,0.017
ZTF24aabvdxj,60314.779,ZTF24aabvdxj_VLASS2.2,59506.0,VLASS2.2,0.489,0.121,-808.7790000000023,SN Ib,0.017
ZTF24aabvede,60312.859,ZTF24aabvede_VLASS1.2v2,58617.0,VLASS1.2v,0.36,0.122,-1695.859000000004,SN Ia,0.06565
ZTF24aabvede,60312.859,ZTF24aabvede_VLASS2.2,59506.0,VLASS2.2,0.226,0.122,-806.859000000004,SN Ia,0.06565
ZTF24aabvtdh,60316.879,ZTF24aabvtdh_VLASS1.1v2,58118.0,VLASS1.1v,0.279,0.129,-2198.879000000001,SN Ia,0.04
ZTF24aabvtdh,60316.879,ZTF24aabvtdh_VLASS2.1,59125.0,VLASS2.1,0.345,0.161,-1191.8790000000008,SN Ia,0.04
ZTF24aabvtdh,60316.879,ZTF24aabvtdh_VLASS3.1,60018.0,VLASS3.1,0.451,0.161,-298.8790000000008,SN Ia,0.04
ZTF24aabvugo,60317.899,ZTF24aabvugo_VLASS1.2v2,58554.0,VLASS1.2v,0.331,0.136,-1763.8989999999976,SN Ia,0.04
ZTF24aabvugo,60317.899,ZTF24aabvugo_VLASS2.2,59547.0,VLASS2.2,0.234,0.131,-770.8989999999976,SN Ia,0.04
ZTF24aabwdid,60317.499,ZTF24aabwdid_VLASS1.1v2,58159.0,VLASS1.1v,0.249,0.125,-2158.499000000003,SN Ia,0.057
ZTF24aabwdid,60317.499,ZTF24aabwdid_VLASS2.1,59148.0,VLASS2.1,0.414,0.123,-1169.4990000000034,SN Ia,0.057
ZTF24aabwdid,60317.499,ZTF24aabwdid_VLASS3.1,60101.0,VLASS3.1,0.299,0.13,-216.49900000000343,SN Ia,0.057
ZTF24aabwuok,60330.609,ZTF24aabwuok_VLASS1.1v2,58087.0,VLASS1.1v,0.368,0.153,-2243.609000000004,SN Ia,0.021
ZTF24aabwuok,60330.609,ZTF24aabwuok_VLASS2.1,59047.0,VLASS2.1,0.445,0.128,-1283.609000000004,SN Ia,0.021
ZTF24aabwuok,60330.609,ZTF24aabwuok_VLASS3.1,60008.0,VLASS3.1,0.354,0.113,-322.609000000004,SN Ia,0.021
ZTF24aabwuul,60330.609,ZTF24aabwuul_VLASS1.1v2,58063.0,VLASS1.1v,0.251,0.084,-2267.609000000004,SN Ia,0.076
ZTF24aabwuul,60330.609,ZTF24aabwuul_VLASS2.1,59067.0,VLASS2.1,0.514,0.164,-1263.609000000004,SN Ia,0.076
ZTF24aabwuul,60330.609,ZTF24aabwuul_VLASS3.1,59972.0,VLASS3.1,0.256,0.147,-358.609000000004,SN Ia,0.076
ZTF24aabwvcl,60317.509,ZTF24aabwvcl_VLASS1.1v2,58160.0,VLASS1.1v,0.414,0.148,-2157.508999999998,SN Ia,0.07
ZTF24aabwvcl,60317.509,ZTF24aabwvcl_VLASS2.1,59149.0,VLASS2.1,0.549,0.215,-1168.5089999999982,SN Ia,0.07
ZTF24aabwvcl,60317.509,ZTF24aabwvcl_VLASS3.1,60112.0,VLASS3.1,0.335,0.125,-205.5089999999982,SN Ia,0.07
ZTF24aabwvws,60317.579,ZTF24aabwvws_VLASS1.2v2,58593.0,VLASS1.2v,0.401,0.126,-1724.578999999998,SN Ibn,0.066
ZTF24aabwvws,60317.579,ZTF24aabwvws_VLASS2.2,59526.0,VLASS2.2,0.245,0.101,-791.5789999999979,SN Ibn,0.066
ZTF24aacaosi,60313.849,ZTF24aacaosi_VLASS1.2v2,58549.0,VLASS1.2v,0.396,0.148,-1764.849000000002,SN Ib-pec,0.018
ZTF24aacaosi,60313.849,ZTF24aacaosi_VLASS2.2,59534.0,VLASS2.2,0.51,0.115,-779.849000000002,SN Ib-pec,0.018
ZTF24aacapby,60315.849,ZTF24aacapby_VLASS1.2v2,58618.0,VLASS1.2v,0.536,0.15,-1697.849000000002,SN Ia-91T,0.053
ZTF24aacapby,60315.849,ZTF24aacapby_VLASS2.2,59572.0,VLASS2.2,0.33,0.128,-743.849000000002,SN Ia-91T,0.053
ZTF24aacavku,60313.879,ZTF24aacavku_VLASS1.1v2,58165.0,VLASS1.1v,0.408,0.14,-2148.879000000001,SN Ib,0.01
ZTF24aacavku,60313.879,ZTF24aacavku_VLASS2.1,59155.0,VLASS2.1,0.333,0.158,-1158.8790000000008,SN Ib,0.01
ZTF24aacavku,60313.879,ZTF24aacavku_VLASS3.1,60107.0,VLASS3.1,0.48,0.164,-206.8790000000008,SN Ib,0.01
ZTF24aacayhd,60341.869,ZTF24aacayhd_VLASS1.1v2,58055.0,VLASS1.1v,0.292,0.099,-2286.868999999999,SN Ia,0.04
ZTF24aacayhd,60341.869,ZTF24aacayhd_VLASS2.1,59118.0,VLASS2.1,0.306,0.134,-1223.8689999999988,SN Ia,0.04
ZTF24aacayhd,60341.869,ZTF24aacayhd_VLASS3.1,60019.0,VLASS3.1,0.276,0.105,-322.8689999999988,SN Ia,0.04
ZTF24aacbpej,60324.599,ZTF24aacbpej_VLASS1.2v2,58622.0,VLASS1.2v,0.464,0.169,-1702.599000000002,SN Ia,0.0862
ZTF24aacbpej,60324.599,ZTF24aacbpej_VLASS2.2,59610.0,VLASS2.2,0.319,0.164,-714.599000000002,SN Ia,0.0862
ZTF24aacbqld,60327.529,ZTF24aacbqld_VLASS1.2v2,58613.0,VLASS1.2v,0.387,0.137,-1714.5290000000025,SN IIb,0.0194
ZTF24aacbqld,60327.529,ZTF24aacbqld_VLASS2.2,59524.0,VLASS2.2,0.338,0.104,-803.5290000000023,SN IIb,0.0194
ZTF24aaceash,60331.679,ZTF24aaceash_VLASS1.2v2,58584.0,VLASS1.2v,0.374,0.142,-1747.6790000000035,SN Ia,0.059
ZTF24aaceash,60331.679,ZTF24aaceash_VLASS2.2,59610.0,VLASS2.2,0.355,0.121,-721.6790000000037,SN Ia,0.059
ZTF24aacgrqp,60331.659,ZTF24aacgrqp_VLASS1.1v2,58077.0,VLASS1.1v,0.375,0.159,-2254.6589999999997,SN Ia,0.051
ZTF24aacgrqp,60331.659,ZTF24aacgrqp_VLASS2.1,59082.0,VLASS2.1,0.522,0.179,-1249.6589999999997,SN Ia,0.051
ZTF24aacgrqp,60331.659,ZTF24aacgrqp_VLASS3.1,59982.0,VLASS3.1,0.222,0.123,-349.65899999999965,SN Ia,0.051
ZTF24aacivdo,60316.899,ZTF24aacivdo_VLASS1.1v2,58069.0,VLASS1.1v,0.269,0.112,-2247.8989999999976,SN Ia,0.053
ZTF24aacivdo,60316.899,ZTF24aacivdo_VLASS2.1,59114.0,VLASS2.1,0.291,0.098,-1202.8989999999976,SN Ia,0.053
ZTF24aacivdo,60316.899,ZTF24aacivdo_VLASS3.1,59962.0,VLASS3.1,0.302,0.124,-354.8989999999976,SN Ia,0.053
ZTF24aacjcwl,60331.549,ZTF24aacjcwl_VLASS1.1v2,58011.0,VLASS1.1v,0.343,0.115,-2320.548999999999,SN Ic,0.0268
ZTF24aacjcwl,60331.549,ZTF24aacjcwl_VLASS2.1,59079.0,VLASS2.1,0.516,0.174,-1252.548999999999,SN Ic,0.0268
ZTF24aacjcwl,60331.549,ZTF24aacjcwl_VLASS3.1,59992.0,VLASS3.1,0.345,0.119,-339.54899999999907,SN Ic,0.0268
ZTF24aackkba,60331.489,ZTF24aackkba_VLASS1.2v2,58663.0,VLASS1.2v,0.281,0.128,-1668.4890000000014,SN Ia,0.025
ZTF24aackkba,60331.489,ZTF24aackkba_VLASS2.2,59621.0,VLASS2.2,0.43,0.132,-710.4890000000014,SN Ia,0.025
ZTF24aackkkn,60331.489,ZTF24aackkkn_VLASS1.1v2,58167.0,VLASS1.1v,0.286,0.123,-2164.4890000000014,SN II,0.037
ZTF24aackkkn,60331.489,ZTF24aackkkn_VLASS2.1,59150.0,VLASS2.1,0.485,0.206,-1181.4890000000014,SN II,0.037
ZTF24aackkkn,60331.489,ZTF24aackkkn_VLASS3.1,60104.0,VLASS3.1,0.343,0.122,-227.4890000000014,SN II,0.037
ZTF24aacluoy,60330.719,ZTF24aacluoy_VLASS1.2v2,58593.0,VLASS1.2v,0.291,0.12,-1737.718999999997,SN Ia,0.07573
ZTF24aacluoy,60330.719,ZTF24aacluoy_VLASS2.2,59547.0,VLASS2.2,0.262,0.094,-783.7189999999973,SN Ia,0.07573
ZTF24aacrbua,60403.759,ZTF24aacrbua_VLASS1.1v2,58119.0,VLASS1.1v,0.373,0.141,-2284.758999999998,SLSN-I,0.1
ZTF24aacrbua,60403.759,ZTF24aacrbua_VLASS3.1,60018.0,VLASS3.1,0.335,0.157,-385.7589999999982,SLSN-I,0.1
ZTF24aacrfok,60330.759,ZTF24aacrfok_VLASS1.1v2,58118.0,VLASS1.1v,0.275,0.145,-2212.758999999998,SN Ia,0.031
ZTF24aacrfok,60330.759,ZTF24aacrfok_VLASS2.1,59072.0,VLASS2.1,0.626,0.22,-1258.7589999999982,SN Ia,0.031
ZTF24aacrfok,60330.759,ZTF24aacrfok_VLASS3.1,59967.0,VLASS3.1,0.39,0.115,-363.7589999999982,SN Ia,0.031
ZTF24aacxzca,60329.689,ZTF24aacxzca_VLASS1.2v2,58593.0,VLASS1.2v,0.313,0.125,-1736.6889999999985,SN II,0.0519
ZTF24aacxzca,60329.689,ZTF24aacxzca_VLASS2.2,59535.0,VLASS2.2,0.281,0.112,-794.6889999999985,SN II,0.0519
ZTF24aaczfve,60341.899,ZTF24aaczfve_VLASS1.2v2,58560.0,VLASS1.2v,0.376,0.149,-1781.8989999999976,SN Ib,0.00483
ZTF24aaczfve,60341.899,ZTF24aaczfve_VLASS2.2,59486.0,VLASS2.2,0.227,0.093,-855.8989999999976,SN Ib,0.00483
ZTF24aaczgax,60331.649,ZTF24aaczgax_VLASS1.2v2,58593.0,VLASS1.2v,0.319,0.113,-1738.6489999999976,SN II,0.02128
ZTF24aaczgax,60331.649,ZTF24aaczgax_VLASS2.2,59534.0,VLASS2.2,0.191,0.081,-797.6489999999976,SN II,0.02128
ZTF24aadauao,60330.499,ZTF24aadauao_VLASS1.2v2,58599.0,VLASS1.2v,0.409,0.19,-1731.4990000000034,SN Ia,0.05859
ZTF24aadauao,60330.499,ZTF24aadauao_VLASS2.2,59499.0,VLASS2.2,0.369,0.14,-831.4990000000034,SN Ia,0.05859
ZTF24aadegsz,60331.699,ZTF24aadegsz_VLASS1.1v2,58084.0,VLASS1.1v,0.244,0.125,-2247.6990000000005,SN Ia,0.0331
ZTF24aadegsz,60331.699,ZTF24aadegsz_VLASS2.1,59084.0,VLASS2.1,0.303,0.133,-1247.6990000000003,SN Ia,0.0331
ZTF24aadegsz,60331.699,ZTF24aadegsz_VLASS3.1,60003.0,VLASS3.1,0.381,0.135,-328.6990000000005,SN Ia,0.0331
ZTF24aadfmaf,60388.809,ZTF24aadfmaf_VLASS1.2v2,58597.0,VLASS1.2v,0.6,0.152,-1791.809000000001,SLSN-I,0.067
ZTF24aadfmaf,60388.809,ZTF24aadfmaf_VLASS2.2,59490.0,VLASS2.2,0.369,0.163,-898.8090000000011,SLSN-I,0.067
ZTF24aadjxbk,60324.539,ZTF24aadjxbk_VLASS1.2v2,58606.0,VLASS1.2v,0.324,0.129,-1718.5390000000043,SN Ia,
ZTF24aadjxbk,60324.539,ZTF24aadjxbk_VLASS2.2,59511.0,VLASS2.2,0.304,0.105,-813.5390000000043,SN Ia,
ZTF24aadknte,60330.759,ZTF24aadknte_VLASS1.1v2,58066.0,VLASS1.1v,0.301,0.114,-2264.758999999998,SN Ia,0.073
ZTF24aadknte,60330.759,ZTF24aadknte_VLASS2.1,59119.0,VLASS2.1,0.312,0.129,-1211.7589999999982,SN Ia,0.073
ZTF24aadknte,60330.759,ZTF24aadknte_VLASS3.1,59998.0,VLASS3.1,0.32,0.099,-332.7589999999982,SN Ia,0.073
ZTF24aadkslj,60341.749,ZTF24aadkslj_VLASS1.2v2,58589.0,VLASS1.2v,0.486,0.158,-1752.7490000000034,SN Ia,0.0335
ZTF24aadkslj,60341.749,ZTF24aadkslj_VLASS2.2,59562.0,VLASS2.2,0.302,0.118,-779.7490000000034,SN Ia,0.0335
ZTF24aadkvnv,60331.799,ZTF24aadkvnv_VLASS1.2v2,58668.0,VLASS1.2v,0.534,0.226,-1663.798999999999,SN Ia,0.09145
ZTF24aadkvnv,60331.799,ZTF24aadkvnv_VLASS2.2,59621.0,VLASS2.2,0.354,0.128,-710.7989999999991,SN Ia,0.09145
ZTF24aadkwni,60329.689,ZTF24aadkwni_VLASS1.1v2,58124.0,VLASS1.1v,0.547,0.163,-2205.6889999999985,SN II,0.0215
ZTF24aadkwni,60329.689,ZTF24aadkwni_VLASS2.1,59104.0,VLASS2.1,0.43,0.123,-1225.6889999999985,SN II,0.0215
ZTF24aadkwni,60329.689,ZTF24aadkwni_VLASS3.1,59982.0,VLASS3.1,0.59,0.154,-347.6889999999985,SN II,0.0215
ZTF24aadkwol,60344.709,ZTF24aadkwol_VLASS1.1v2,58124.0,VLASS1.1v,0.34,0.139,-2220.7090000000026,SN Ia,0.01850
ZTF24aadkwol,60344.709,ZTF24aadkwol_VLASS2.1,59104.0,VLASS2.1,0.386,0.169,-1240.7090000000026,SN Ia,0.01850
ZTF24aadkwol,60344.709,ZTF24aadkwol_VLASS3.1,59975.0,VLASS3.1,0.269,0.131,-369.70900000000256,SN Ia,0.01850
ZTF24aadltss,60341.629,ZTF24aadltss_VLASS1.1v2,58128.0,VLASS1.1v,0.452,0.16,-2213.629000000001,SN Ia,0.047
ZTF24aadltss,60341.629,ZTF24aadltss_VLASS2.1,59142.0,VLASS2.1,0.414,0.175,-1199.6290000000008,SN Ia,0.047
ZTF24aadltss,60341.629,ZTF24aadltss_VLASS3.1,60027.0,VLASS3.1,0.371,0.144,-314.6290000000008,SN Ia,0.047
ZTF24aadluoc,60330.589,ZTF24aadluoc_VLASS1.2v2,58655.0,VLASS1.2v,0.336,0.144,-1675.589,SN Ia,0.0335
ZTF24aadluoc,60330.589,ZTF24aadluoc_VLASS2.2,59623.0,VLASS2.2,0.407,0.158,-707.5889999999999,SN Ia,0.0335
ZTF24aadlwsg,60330.709,ZTF24aadlwsg_VLASS1.1v2,58064.0,VLASS1.1v,0.395,0.145,-2266.7090000000026,SN Ia,0.04299
ZTF24aadlwsg,60330.709,ZTF24aadlwsg_VLASS2.1,59086.0,VLASS2.1,0.272,0.11,-1244.7090000000026,SN Ia,0.04299
ZTF24aadlwsg,60330.709,ZTF24aadlwsg_VLASS3.1,59984.0,VLASS3.1,0.252,0.103,-346.70900000000256,SN Ia,0.04299
ZTF24aadmaqm,60341.519,ZTF24aadmaqm_VLASS1.1v2,58102.0,VLASS1.1v,0.237,0.11,-2239.519,SN Ia,0.0082
ZTF24aadmaqm,60341.519,ZTF24aadmaqm_VLASS2.1,59077.0,VLASS2.1,0.45,0.189,-1264.5190000000002,SN Ia,0.0082
ZTF24aadmaqm,60341.519,ZTF24aadmaqm_VLASS3.1,60000.0,VLASS3.1,0.395,0.165,-341.51900000000023,SN Ia,0.0082
ZTF24aadmryr,60331.799,ZTF24aadmryr_VLASS1.2v2,58592.0,VLASS1.2v,0.334,0.145,-1739.798999999999,SN Ia,0.08
ZTF24aadmryr,60331.799,ZTF24aadmryr_VLASS2.2,59549.0,VLASS2.2,0.224,0.107,-782.7989999999991,SN Ia,0.08
ZTF24aadnhsl,60331.499,ZTF24aadnhsl_VLASS1.2v2,58628.0,VLASS1.2v,0.351,0.141,-1703.4990000000034,SN Ia-91T,0.014
ZTF24aadnhsl,60331.499,ZTF24aadnhsl_VLASS2.2,59499.0,VLASS2.2,0.442,0.13,-832.4990000000034,SN Ia-91T,0.014
ZTF24aadplte,60331.639,ZTF24aadplte_VLASS1.2v2,58595.0,VLASS1.2v,0.958,0.163,-1736.6390000000029,SN Ia,0.058
ZTF24aadplte,60331.639,ZTF24aadplte_VLASS2.2,59551.0,VLASS2.2,1.392,0.175,-780.6390000000029,SN Ia,0.058
ZTF24aadracm,60342.539,ZTF24aadracm_VLASS1.2v2,58645.0,VLASS1.2v,0.408,0.146,-1697.5390000000043,SN Ia,0.064
ZTF24aadracm,60342.539,ZTF24aadracm_VLASS2.2,59523.0,VLASS2.2,0.297,0.115,-819.5390000000043,SN Ia,0.064
ZTF24aadsehp,60342.659,ZTF24aadsehp_VLASS1.2v2,58590.0,VLASS1.2v,0.453,0.196,-1752.6589999999997,SN Ia,0.07
ZTF24aadsehp,60342.659,ZTF24aadsehp_VLASS2.2,59610.0,VLASS2.2,0.372,0.133,-732.6589999999997,SN Ia,0.07
ZTF24aadtzeh,60341.629,ZTF24aadtzeh_VLASS1.1v2,58103.0,VLASS1.1v,0.34,0.119,-2238.629000000001,SN Ia,0.05744
ZTF24aadtzeh,60341.629,ZTF24aadtzeh_VLASS2.1,59137.0,VLASS2.1,0.398,0.15,-1204.6290000000008,SN Ia,0.05744
ZTF24aadtzeh,60341.629,ZTF24aadtzeh_VLASS3.1,60034.0,VLASS3.1,0.56,0.144,-307.6290000000008,SN Ia,0.05744
ZTF24aadxdqn,60330.769,ZTF24aadxdqn_VLASS1.2v2,58586.0,VLASS1.2v,1.214,0.185,-1744.7690000000002,SN Ia,0.0538
ZTF24aadxdqn,60330.769,ZTF24aadxdqn_VLASS2.2,59562.0,VLASS2.2,1.308,0.167,-768.7690000000002,SN Ia,0.0538
ZTF24aadxyvz,60330.759,ZTF24aadxyvz_VLASS1.1v2,58118.0,VLASS1.1v,0.451,0.189,-2212.758999999998,SN Ia-91bg,0.0298
ZTF24aadxyvz,60330.759,ZTF24aadxyvz_VLASS2.1,59072.0,VLASS2.1,0.382,0.155,-1258.7589999999982,SN Ia-91bg,0.0298
ZTF24aadxyvz,60330.759,ZTF24aadxyvz_VLASS3.1,59967.0,VLASS3.1,0.421,0.158,-363.7589999999982,SN Ia-91bg,0.0298
ZTF24aaeahrt,60331.519,ZTF24aaeahrt_VLASS1.1v2,58165.0,VLASS1.1v,0.383,0.139,-2166.519,SN Ia,0.0713
ZTF24aaeahrt,60331.519,ZTF24aaeahrt_VLASS2.1,59156.0,VLASS2.1,0.378,0.23,-1175.5190000000002,SN Ia,0.0713
ZTF24aaeanrr,60348.509,ZTF24aaeanrr_VLASS1.1v2,58165.0,VLASS1.1v,0.368,0.132,-2183.508999999998,SN Ia,0.036
ZTF24aaeanrr,60348.509,ZTF24aaeanrr_VLASS2.1,59156.0,VLASS2.1,0.265,0.128,-1192.5089999999982,SN Ia,0.036
ZTF24aaecooj,60359.639,ZTF24aaecooj_VLASS1.2v2,58619.0,VLASS1.2v,0.401,0.14,-1740.6390000000029,TDE,0.0585
ZTF24aaecooj,60359.639,ZTF24aaecooj_VLASS2.2,59489.0,VLASS2.2,0.314,0.129,-870.6390000000029,TDE,0.0585
ZTF24aaecreq,60342.839,ZTF24aaecreq_VLASS1.2v2,58595.0,VLASS1.2v,0.251,0.107,-1747.839,SN Ia,0.07
ZTF24aaecreq,60342.839,ZTF24aaecreq_VLASS2.2,59551.0,VLASS2.2,0.188,0.089,-791.8389999999999,SN Ia,0.07
ZTF24aaecxun,60346.919,ZTF24aaecxun_VLASS1.1v2,58011.0,VLASS1.1v,0.674,0.151,-2335.9190000000017,SN Ia,0.02796
ZTF24aaecxun,60346.919,ZTF24aaecxun_VLASS2.1,59097.0,VLASS2.1,1.013,0.179,-1249.9190000000017,SN Ia,0.02796
ZTF24aaecxun,60346.919,ZTF24aaecxun_VLASS3.1,60025.0,VLASS3.1,0.697,0.118,-321.9190000000017,SN Ia,0.02796
ZTF24aaedmph,60341.849,ZTF24aaedmph_VLASS1.2v2,58598.0,VLASS1.2v,0.558,0.206,-1743.849000000002,SN Ia,0.0756
ZTF24aaedmph,60341.849,ZTF24aaedmph_VLASS2.2,59548.0,VLASS2.2,0.256,0.107,-793.849000000002,SN Ia,0.0756
ZTF24aaedpbn,60345.739,ZTF24aaedpbn_VLASS1.2v2,58668.0,VLASS1.2v,0.504,0.169,-1677.7390000000014,SN Ia,0.0474
ZTF24aaedpbn,60345.739,ZTF24aaedpbn_VLASS2.2,59621.0,VLASS2.2,0.313,0.11,-724.7390000000014,SN Ia,0.0474
ZTF24aaeebuz,60342.899,ZTF24aaeebuz_VLASS1.1v2,58082.0,VLASS1.1v,0.23,0.108,-2260.8989999999976,SN Ia,0.02005
ZTF24aaeebuz,60342.899,ZTF24aaeebuz_VLASS2.1,59099.0,VLASS2.1,0.294,0.144,-1243.8989999999976,SN Ia,0.02005
ZTF24aaeebuz,60342.899,ZTF24aaeebuz_VLASS3.1,59974.0,VLASS3.1,0.396,0.125,-368.8989999999976,SN Ia,0.02005
ZTF24aaeebxx,60341.769,ZTF24aaeebxx_VLASS1.1v2,58027.0,VLASS1.1v,0.351,0.132,-2314.769,SN Ia,0.0366
ZTF24aaeebxx,60341.769,ZTF24aaeebxx_VLASS2.1,59098.0,VLASS2.1,0.433,0.11,-1243.7690000000002,SN Ia,0.0366
ZTF24aaeebxx,60341.769,ZTF24aaeebxx_VLASS3.1,60004.0,VLASS3.1,0.32,0.104,-337.76900000000023,SN Ia,0.0366
ZTF24aaeecbg,60331.779,ZTF24aaeecbg_VLASS1.1v2,58082.0,VLASS1.1v,0.245,0.114,-2249.7790000000023,SN Ia,0.06
ZTF24aaeecbg,60331.779,ZTF24aaeecbg_VLASS2.1,59131.0,VLASS2.1,0.434,0.136,-1200.7790000000025,SN Ia,0.06
ZTF24aaeecbg,60331.779,ZTF24aaeecbg_VLASS3.1,59962.0,VLASS3.1,0.359,0.114,-369.7790000000022,SN Ia,0.06
ZTF24aaeecuf,60341.809,ZTF24aaeecuf_VLASS1.1v2,58084.0,VLASS1.1v,0.518,0.158,-2257.809000000001,SN Ia,0.046
ZTF24aaeecuf,60341.809,ZTF24aaeecuf_VLASS2.1,59104.0,VLASS2.1,0.436,0.127,-1237.809000000001,SN Ia,0.046
ZTF24aaeecuf,60341.809,ZTF24aaeecuf_VLASS3.1,59980.0,VLASS3.1,0.388,0.1,-361.8090000000011,SN Ia,0.046
ZTF24aaegbrh,60341.529,ZTF24aaegbrh_VLASS1.2v2,58566.0,VLASS1.2v,0.346,0.145,-1775.5290000000025,SN II,0.0336
ZTF24aaegbrh,60341.529,ZTF24aaegbrh_VLASS2.2,59525.0,VLASS2.2,0.217,0.102,-816.5290000000023,SN II,0.0336
ZTF24aaegskb,60358.669,ZTF24aaegskb_VLASS1.1v2,58117.0,VLASS1.1v,0.269,0.12,-2241.6690000000017,SN Ia,0.05
